MSZoning,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,BldgType,HouseStyle,OverallQual,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,SalePrice,Years Before Sale,Years Since Remod
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,7,Gable,CompShg,VinylSd,VinylSd,TA,TA,384,Ex,Y,SBrkr,774,1430,2,TA,7,Typ,1,2,400,Y,180000,10,10
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1264,Ex,Y,SBrkr,1282,2696,2,Ex,10,Typ,1,3,792,Y,383970,0,0
RL,Reg,Bnk,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,6,Hip,CompShg,Wd Sdng,Wd Sdng,TA,Gd,1809,TA,Y,SBrkr,2259,2259,2,Gd,7,Typ,2,2,450,Y,217000,54,54
RL,IR1,Lvl,AllPub,Inside,Mod,Norm,Norm,1Fam,2Story,6,Gambrel,CompShg,Wd Sdng,Wd Sdng,TA,TA,1028,Ex,Y,SBrkr,1436,2320,2,Gd,9,Typ,1,1,180,Y,259500,62,5
FV,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,TwnhsE,2Story,6,Gable,CompShg,MetalSd,MetalSd,TA,TA,729,Gd,Y,SBrkr,729,1458,2,TA,5,Typ,1,2,440,Y,176000,8,8
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,1092,TA,Y,SBrkr,1092,1092,1,TA,6,Typ,1,1,288,Y,139000,47,47
RL,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,TA,TA,1125,Gd,Y,SBrkr,1125,1125,1,TA,5,Typ,0,2,430,Y,155000,1,0
RL,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,7,Hip,CompShg,Plywood,Plywood,TA,TA,1673,Gd,Y,SBrkr,1699,3222,3,Gd,11,Typ,2,3,594,Y,320000,20,20
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,Gd,TA,728,Ex,Y,SBrkr,728,1456,2,Gd,8,Typ,1,2,390,Y,163990,1,0
RL,IR1,Low,AllPub,CulDSac,Sev,Norm,Norm,1Fam,SLvl,6,Flat,Metal,Plywood,Plywood,TA,TA,938,Ex,Y,SBrkr,988,988,1,TA,4,Typ,2,2,540,Y,180000,37,37
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,4,Gable,CompShg,AsbShng,AsbShng,TA,TA,732,Gd,Y,SBrkr,772,1123,1,TA,4,Typ,0,1,264,P,100000,68,57
RL,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,6,Hip,CompShg,MetalSd,MetalSd,TA,Gd,1080,Gd,Y,SBrkr,1080,1080,1,TA,5,Typ,0,1,288,Y,136000,50,50
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,6,Gable,CompShg,Plywood,Plywood,Gd,TA,1199,Ex,Y,SBrkr,1199,1199,2,Gd,5,Typ,0,2,530,Y,153900,15,15
RL,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,1Story,6,Gable,CompShg,HdBoard,HdBoard,TA,Gd,1362,TA,Y,SBrkr,1586,1586,2,TA,7,Typ,1,2,435,Y,181000,30,11
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,2fmCon,1.5Fin,6,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Fa,520,Gd,N,SBrkr,520,754,1,TA,5,Typ,0,0,0,N,84500,71,24
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,6,Gable,CompShg,Plywood,Plywood,TA,TA,1078,TA,Y,SBrkr,958,958,2,TA,5,Typ,1,2,440,Y,128000,31,31
RM,IR1,Bnk,AllPub,Inside,Gtl,Feedr,Norm,1Fam,1.5Unf,5,Gable,CompShg,WdShing,Wd Sdng,TA,Gd,672,Ex,Y,SBrkr,840,840,1,TA,5,Typ,1,0,0,N,87000,77,57
RL,Reg,Lvl,AllPub,Inside,Gtl,PosN,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,TA,TA,660,TA,Y,SBrkr,660,1348,1,TA,6,Typ,1,2,453,Y,155000,40,40
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,Plywood,Plywood,TA,TA,1008,TA,Y,FuseA,1053,1053,1,Ex,6,Typ,0,2,750,Y,150000,48,15
RL,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,MetalSd,MetalSd,TA,TA,924,Ex,Y,SBrkr,1216,2157,2,Gd,8,Typ,2,2,487,Y,226000,40,40
RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,Gd,TA,992,Ex,Y,SBrkr,1022,2054,2,Gd,7,Typ,1,2,390,Y,244000,9,9
RL,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,MetalSd,MetalSd,TA,TA,1063,Gd,Y,SBrkr,1327,1327,1,Gd,7,Typ,0,2,624,Y,150750,48,5
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,8,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1267,Ex,Y,SBrkr,1296,1296,2,Gd,6,Typ,0,2,471,Y,220000,8,7
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,Plywood,Plywood,TA,TA,1461,Gd,Y,SBrkr,1721,1721,2,TA,7,Min1,1,2,440,Y,180000,38,13
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,Hip,CompShg,Plywood,Plywood,TA,TA,1304,Gd,Y,SBrkr,1682,1682,2,TA,7,Typ,1,2,530,Y,174000,38,38
RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,MetalSd,MetalSd,TA,TA,1214,TA,Y,SBrkr,1214,1214,2,TA,5,Typ,1,1,318,Y,143000,40,40
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,1Story,7,Gable,CompShg,VinylSd,VinylSd,TA,TA,1907,Gd,Y,SBrkr,1959,1959,3,TA,9,Typ,0,3,766,Y,171000,18,17
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1004,Ex,Y,SBrkr,1004,1852,2,Gd,7,Typ,2,3,660,Y,230000,9,8
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,TA,TA,928,Ex,Y,SBrkr,928,1764,2,Gd,7,Typ,0,2,470,Y,231500,12,12
RL,Reg,Lvl,AllPub,FR2,Gtl,Norm,Norm,1Fam,1Story,4,Gable,CompShg,HdBoard,HdBoard,TA,TA,864,TA,Y,SBrkr,864,864,1,TA,5,Typ,1,0,0,Y,115000,39,39
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1734,Ex,Y,SBrkr,1734,1734,2,Gd,7,Typ,0,2,660,Y,260000,1,1
RL,Reg,Lvl,AllPub,Corner,Gtl,Artery,Norm,1Fam,1.5Fin,5,Gable,CompShg,BrkFace,Wd Sdng,TA,Fa,910,Fa,Y,SBrkr,910,1385,2,TA,6,Typ,0,2,720,Y,166000,58,58
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1490,Ex,Y,SBrkr,1501,1501,2,Gd,6,Typ,0,2,577,Y,204000,10,10
RM,Reg,Lvl,AllPub,Inside,Gtl,RRAe,Norm,Duplex,1Story,5,Gable,CompShg,HdBoard,HdBoard,TA,TA,1728,TA,Y,SBrkr,1728,1728,2,TA,10,Typ,0,2,504,Y,125000,43,43
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,2Story,6,Gable,CompShg,VinylSd,VinylSd,Gd,TA,970,Ex,Y,SBrkr,970,1709,2,Gd,7,Maj1,0,2,380,Y,130000,2,0
RM,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,715,TA,Y,FuseA,875,875,1,TA,5,Typ,0,1,180,Y,105000,78,16
RL,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,884,Ex,Y,SBrkr,884,2035,2,Gd,8,Typ,1,2,434,Y,222500,9,9
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,TA,TA,1080,Ex,Y,SBrkr,1080,1080,1,Gd,6,Typ,0,0,0,Y,141000,4,3
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,Gable,CompShg,MetalSd,MetalSd,TA,TA,896,Gd,Y,FuseA,896,1344,1,TA,7,Typ,0,1,240,Y,115000,70,56
RL,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,TA,TA,969,TA,Y,SBrkr,969,969,1,TA,5,Typ,0,2,440,Y,122000,32,32
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,8,Hip,CompShg,VinylSd,VinylSd,Gd,TA,1710,Ex,Y,SBrkr,1710,1710,2,Gd,6,Typ,1,3,866,Y,372402,1,0
RL,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,2Story,6,Gable,CompShg,HdBoard,HdBoard,TA,TA,825,Gd,Y,SBrkr,1097,1993,2,TA,8,Typ,1,2,495,Y,190000,35,35
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,Flat,CompShg,BrkFace,Plywood,TA,TA,1602,Gd,Y,SBrkr,1252,1252,1,TA,4,Typ,1,2,564,Y,235000,48,33
RM,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,6,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,1200,TA,Y,FuseA,1200,1200,1,TA,7,Typ,0,1,312,Y,125000,83,56
RL,Reg,Lvl,AllPub,Corner,Gtl,Artery,Norm,1Fam,1.5Fin,6,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,572,Fa,N,FuseF,572,1096,1,TA,5,Typ,0,0,0,N,79000,84,58
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,0,TA,Y,FuseF,1040,1040,1,TA,5,Typ,0,2,625,Y,109500,56,56
RL,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,8,Gable,CompShg,VinylSd,VinylSd,Gd,TA,774,Ex,Y,SBrkr,774,1968,2,Ex,8,Typ,1,3,680,Y,269500,1,0
FV,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,991,Ex,Y,SBrkr,991,1947,2,Gd,8,Typ,1,2,678,Y,254900,6,5
RL,IR1,HLS,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1392,Ex,Y,SBrkr,1392,2462,2,Gd,9,Typ,1,2,576,Y,320000,1,0
RL,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,1Story,6,Gable,CompShg,Plywood,Plywood,TA,TA,1232,TA,Y,SBrkr,1232,1232,2,TA,6,Typ,0,2,516,Y,162500,24,24
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,9,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1572,Ex,Y,SBrkr,1572,2668,2,Ex,10,Typ,2,3,726,Y,412500,5,4
RL,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1541,Ex,Y,SBrkr,1541,1541,2,Gd,7,Typ,1,2,532,Y,220000,5,5
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Unf,4,Gable,CompShg,MetalSd,MetalSd,TA,TA,882,Ex,Y,SBrkr,882,882,1,TA,4,Typ,0,0,0,Y,103200,51,51
RM,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,6,Gable,CompShg,MetalSd,MetalSd,TA,Gd,1149,Gd,Y,FuseA,1149,1616,2,Gd,5,Typ,0,1,216,Y,152000,81,3
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,2fmCon,1.5Fin,5,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Gd,644,Gd,Y,SBrkr,808,1355,2,TA,6,Typ,0,0,0,Y,127500,68,9
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Hip,CompShg,Wd Sdng,Wd Sdng,Gd,TA,1617,Ex,Y,FuseA,1867,1867,1,TA,7,Typ,3,1,303,Y,190000,54,16
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1582,Ex,Y,SBrkr,1610,2161,1,Ex,8,Typ,1,3,789,Y,325624,0,0
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,840,Ex,Y,SBrkr,840,1720,2,Gd,7,Typ,1,2,440,Y,183500,3,3
RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,8,Hip,WdShake,Plywood,Plywood,Gd,TA,1686,TA,Y,SBrkr,1707,1707,2,TA,6,Typ,1,2,511,Y,228000,25,25
RM,IR1,Lvl,AllPub,Inside,Gtl,Feedr,Norm,1Fam,1.5Fin,5,Gable,CompShg,MetalSd,MetalSd,TA,TA,720,TA,Y,SBrkr,854,1382,1,TA,7,Typ,0,2,660,Y,128500,66,57
RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,6,Hip,CompShg,BrkFace,Plywood,TA,TA,1080,Fa,Y,SBrkr,1656,1656,1,TA,7,Typ,2,2,528,P,215000,50,50
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,2Story,7,Gable,CompShg,HdBoard,HdBoard,Gd,Gd,1064,Gd,Y,SBrkr,1064,1767,2,Gd,5,Typ,1,2,504,Y,239000,19,19
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,Gable,CompShg,WdShing,Wd Shng,TA,TA,1362,TA,Y,SBrkr,1362,1362,1,TA,6,Typ,1,2,504,Y,163000,47,47
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,Gable,CompShg,VinylSd,Plywood,TA,TA,1606,TA,Y,SBrkr,1651,1651,2,TA,7,Min2,1,2,616,Y,184000,22,22
RL,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,6,Gable,CompShg,WdShing,Wd Shng,TA,TA,1202,TA,Y,SBrkr,2158,2158,2,Gd,7,Typ,1,2,576,Y,243000,57,6
RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,6,Gable,CompShg,Plywood,Plywood,Gd,TA,1151,TA,Y,SBrkr,1164,2060,2,TA,8,Typ,1,2,521,Y,211000,19,18
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,Gable,CompShg,MetalSd,MetalSd,Gd,Gd,1052,Ex,Y,SBrkr,1252,1920,2,Gd,8,Typ,1,2,451,Y,172500,48,48
RL,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,1Story,9,Hip,CompShg,VinylSd,VinylSd,Ex,TA,2216,Ex,Y,SBrkr,2234,2234,2,Ex,9,Typ,1,3,1166,Y,501837,1,0
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,968,TA,Y,SBrkr,968,968,1,TA,5,Typ,0,2,480,N,100000,84,1
FV,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,2Story,6,Gable,CompShg,MetalSd,MetalSd,Gd,TA,756,Ex,Y,SBrkr,769,1525,2,Gd,5,Typ,1,2,440,Y,177000,7,7
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,Stucco,Stucco,TA,TA,793,Gd,Y,SBrkr,901,1802,1,TA,9,Typ,1,1,216,Y,200100,86,56
RL,Reg,Lvl,AllPub,Inside,Gtl,Artery,Norm,1Fam,1Story,5,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,0,Ex,Y,SBrkr,1340,1340,1,TA,7,Typ,1,1,252,Y,120000,50,1
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,7,Gable,CompShg,VinylSd,VinylSd,TA,TA,1362,Ex,Y,SBrkr,1362,2082,2,Gd,6,Mod,0,2,484,N,200000,5,5
RL,IR1,Lvl,AllPub,Inside,Gtl,RRAn,Feedr,1Fam,1.5Fin,5,Gable,CompShg,AsbShng,Plywood,TA,TA,504,Gd,Y,SBrkr,936,1252,1,TA,5,Typ,0,2,576,Y,127000,98,15
RM,IR2,Lvl,AllPub,Inside,Gtl,Artery,Norm,1Fam,2.5Fin,10,Gable,WdShngl,Wd Sdng,Wd Sdng,Gd,Gd,1107,Ex,Y,SBrkr,1518,3608,2,Ex,12,Typ,2,3,840,Y,475000,114,13
RL,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,SLvl,7,Gable,CompShg,HdBoard,HdBoard,TA,TA,1188,Ex,Y,SBrkr,1217,1217,2,Gd,6,Typ,0,2,497,Y,173000,19,18
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,Gable,CompShg,HdBoard,HdBoard,TA,TA,660,Ex,Y,SBrkr,808,1656,2,TA,8,Min2,0,1,180,N,135000,93,22
RL,Reg,Bnk,AllPub,Inside,Gtl,Feedr,Norm,Duplex,SFoyer,5,Gable,CompShg,Plywood,Plywood,TA,TA,1086,TA,Y,SBrkr,1224,1224,0,TA,6,Typ,2,2,528,Y,153337,30,30
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,8,Gable,CompShg,CemntBd,CmentBd,Gd,TA,1593,Ex,Y,SBrkr,1593,1593,1,Ex,5,Typ,1,2,682,Y,286000,7,6
RL,Reg,Bnk,AllPub,Inside,Mod,Norm,Norm,1Fam,2Story,8,Hip,CompShg,BrkFace,BrkFace,Gd,TA,853,TA,Y,SBrkr,1549,2727,2,Gd,10,Maj1,2,2,440,Y,315000,75,13
RL,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,HdBoard,HdBoard,TA,TA,725,Gd,Y,SBrkr,725,1479,1,Gd,7,Typ,0,2,484,Y,184000,35,3
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1431,Ex,Y,SBrkr,1431,1431,2,Gd,6,Typ,0,2,666,Y,192000,10,10
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,2Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,970,Ex,Y,SBrkr,970,1709,2,Gd,7,Maj1,0,2,380,Y,130000,2,2
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Hip,CompShg,HdBoard,HdBoard,TA,TA,864,TA,Y,SBrkr,864,864,1,TA,5,Typ,0,1,352,Y,127000,36,36
RL,Reg,Lvl,AllPub,FR2,Gtl,Norm,Norm,Twnhs,2Story,6,Gable,CompShg,Plywood,Brk Cmn,TA,TA,855,TA,Y,SBrkr,855,1456,2,TA,7,Typ,1,2,440,Y,148500,33,33
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,Hip,CompShg,CemntBd,CmentBd,Ex,TA,1726,Ex,Y,SBrkr,1726,1726,2,Ex,8,Typ,1,3,786,Y,311872,0,0
RL,Reg,Lvl,AllPub,Corner,Gtl,Artery,Norm,1Fam,2Story,8,Gable,CompShg,Stucco,Stucco,Gd,Gd,1360,Gd,Y,SBrkr,1360,3112,2,Gd,8,Typ,1,2,795,Y,235000,88,16
RM,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2.5Fin,6,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,755,Ex,Y,SBrkr,929,2229,1,TA,8,Typ,0,0,0,Y,104000,97,59
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,8,Hip,CompShg,VinylSd,VinylSd,Gd,TA,1713,Ex,Y,SBrkr,1713,1713,2,Ex,7,Typ,1,3,856,Y,274900,5,4
RM,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,4,Gable,CompShg,VinylSd,VinylSd,TA,TA,1121,Ex,Y,SBrkr,1121,1121,2,TA,5,Typ,0,2,440,Y,140000,7,6
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,Gable,CompShg,Plywood,Plywood,TA,TA,1196,TA,Y,SBrkr,1279,1279,2,TA,6,Typ,2,2,473,Y,171500,31,31
RL,Reg,Lvl,AllPub,Corner,Gtl,Artery,Norm,1Fam,1.5Fin,6,Gable,CompShg,MetalSd,MetalSd,TA,Gd,617,Gd,Y,SBrkr,865,1310,2,TA,6,Min1,0,1,398,Y,112000,82,56
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,6,Gable,CompShg,VinylSd,VinylSd,Gd,TA,848,Ex,Y,SBrkr,848,848,1,Gd,3,Typ,1,2,420,Y,149000,4,4
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,Gable,CompShg,AsbShng,AsbShng,TA,TA,720,TA,Y,SBrkr,720,1284,1,TA,5,Typ,0,1,240,Y,110000,62,59
RL,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,7,Gable,CompShg,HdBoard,HdBoard,TA,TA,1424,Ex,Y,SBrkr,1442,1442,2,TA,5,Typ,0,2,500,Y,180500,19,19
RL,IR1,Lvl,AllPub,CulDSac,Gtl,RRAe,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,TA,Gd,1140,TA,Y,SBrkr,1696,1696,1,TA,8,Min2,1,1,349,Y,143900,45,45
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,1100,TA,Y,SBrkr,1100,1100,1,TA,6,Typ,1,1,312,Y,141000,48,48
RL,IR1,Low,AllPub,Inside,Mod,Norm,Norm,1Fam,2Story,7,Gable,CompShg,Plywood,Plywood,Gd,TA,1157,Ex,Y,SBrkr,1180,2062,2,TA,7,Typ,1,2,454,Y,277000,19,18
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,Hip,CompShg,HdBoard,HdBoard,TA,TA,1092,Ex,Y,SBrkr,1092,1092,1,TA,6,Typ,0,2,504,Y,145000,44,44
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,Stucco,Stucco,TA,TA,864,TA,N,FuseA,864,864,1,TA,5,Typ,0,0,0,Y,98000,83,58
RL,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,6,Gable,CompShg,VinylSd,VinylSd,TA,TA,1212,Ex,Y,SBrkr,1212,1212,2,Gd,6,Typ,0,2,460,Y,186000,1,1
FV,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,TA,TA,900,Ex,Y,SBrkr,932,1852,2,Gd,7,Typ,1,2,644,Y,252678,0,0
RL,IR2,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,TA,TA,990,Ex,Y,SBrkr,990,990,1,TA,5,Typ,0,2,576,Y,156000,11,11
RL,IR1,Lvl,AllPub,FR2,Gtl,Norm,Norm,1Fam,2Story,6,Gable,CompShg,HdBoard,HdBoard,TA,TA,689,Ex,Y,SBrkr,689,1392,1,TA,6,Typ,0,1,299,Y,161750,33,33
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,TA,TA,1070,TA,Y,SBrkr,1236,1236,1,Gd,6,Min1,1,1,447,Y,134450,49,10
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1436,Ex,Y,SBrkr,1436,1436,2,Gd,8,Typ,0,2,484,Y,210000,4,4
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,4,Gable,CompShg,MetalSd,MetalSd,TA,TA,686,Fa,N,SBrkr,810,1328,1,TA,8,Typ,0,1,210,Y,107000,81,56
RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1.5Fin,7,Gable,CompShg,VinylSd,VinylSd,Gd,Gd,798,Ex,Y,SBrkr,1137,1954,1,Gd,8,Typ,2,2,431,Y,311500,69,2
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1248,Ex,Y,SBrkr,1248,1248,2,Gd,5,Typ,0,2,438,Y,167240,1,0
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1498,Ex,Y,SBrkr,1498,1498,2,Gd,5,Typ,0,2,675,Y,204900,0,0
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1010,Ex,Y,SBrkr,1010,2267,2,Gd,8,Typ,1,2,390,Y,200000,7,7
RL,Reg,Lvl,AllPub,Inside,Gtl,RRAn,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,TA,TA,713,TA,Y,SBrkr,811,1552,2,TA,6,Typ,1,2,434,Y,179900,31,31
RL,Reg,Lvl,AllPub,FR2,Gtl,Norm,Norm,1Fam,1Story,4,Gable,CompShg,HdBoard,HdBoard,TA,TA,864,Gd,Y,SBrkr,864,864,1,TA,4,Typ,0,2,576,Y,97000,38,38
